126,67,13,49,0
126,2,57,126,0
126,126,54,126,0
126,126,126,54,0
126,126,126,126,0
54,126,54,126,0
126,54,126,55,0
67,126,54,126,0
57,1,126,54,0
126,67,126,126,0
54,126,67,5,0
126,54,126,67,0
67,126,54,126,0
67,67,126,54,0
54,126,67,126,0
54,54,126,67,0
126,55,67,54,0
106,126,67,126,0
54,54,126,67,0
13,49,49,126,0
67,5,108,45,0
126,67,67,67,0
45,126,67,67,0
67,4,126,67,0
67,67,67,126,0
67,67,67,67,0
126,67,67,67,0
67,13,45,45,0
45,45,13,49,0
49,126,126,13,0
49,49,126,126,0
13,5,108,45,0
3,13,54,54,0
45,67,136,45,0
13,45,45,136,0
45,24,47,49,0
19,3,19,6,0
54,19,6,106,0
126,54,19,6,0
122,45,45,19,0
6,33,5,108,0
19,6,54,54,0
54,19,6,65,0
41,55,20,57,0
126,54,126,20,0
64,24,5,108,0
24,47,49,50,0
45,24,49,47,0
50,106,24,49,0
47,50,106,24,0
5,108,45,3,0
24,5,108,45,0
3,2,57,126,0
126,126,3,126,0
54,126,67,3,0
19,6,106,126,0
3,19,6,122,0
45,3,19,6,0
33,5,3,19,0
6,54,54,3,0
19,6,65,41,0
3,3,3,6,0
5,3,3,3,0
6,5,33,5,0
108,3,3,3,0
3,6,45,5,0
3,3,6,5,0
108,3,3,6,0
5,108,3,3,0
6,5,108,3,0
4,126,54,126,0
3,4,3,4,0
126,3,4,3,0
4,3,3,6,0
106,5,108,3,0
6,45,45,54,0
3,6,45,5,0
11,3,6,5,0
108,3,3,6,0
5,108,3,3,0
6,5,108,45,0
3,90,90,90,0
6,3,90,90,0
90,6,3,90,0
90,90,6,3,0
90,90,90,90,0
3,90,90,90,0
90,3,90,90,0
90,90,3,90,0
90,90,90,3,0
90,90,90,90,0
4,126,54,126,0
67,41,55,63,0
6,54,4,3,0
126,54,126,4,0
3,4,126,54,0
4,3,4,3,0
4,4,3,4,0
3,4,4,4,0
3,126,54,4,0
4,67,106,5,0
45,107,107,107,0
106,45,108,45,0
3,3,45,13,0
45,45,45,45,0
13,54,54,45,0
45,19,3,19,0
6,45,20,64,0
24,5,45,24,0
47,49,50,45,0
24,5,108,45,0
45,3,19,6,0
106,45,3,19,0
6,122,45,3,0
19,6,65,45,0
3,3,3,6,0
45,3,3,6,0
5,45,3,6,0
106,5,45,4,0
3,4,3,45,0
45,107,107,107,0
45,45,13,54,0
54,45,45,45,0
13,54,45,45,0
45,45,45,45,0
45,45,45,45,0
45,45,45,45,0
45,45,45,45,0
45,45,45,45,0
45,45,45,45,0
45,45,45,5,0
45,45,45,5,0
108,45,45,5,0
108,45,45,45,0
54,55,67,45,0
5,108,45,3,0
45,5,11,5,0
90,45,5,45,0
108,45,45,54,0
55,67,13,45,0
67,67,67,67,0
4,6,126,54,0
126,4,67,106,0
5,4,47,49,0
50,45,45,47,0
50,106,5,90,0
47,50,106,5,0
90,49,126,126,0
126,126,49,126,0
126,126,54,49,0
47,50,106,5,0
49,47,50,106,0
5,49,49,126,0
126,126,49,49,0
126,126,126,49,0
50,45,45,45,0
50,106,5,90,0
6,50,106,5,0
90,6,50,45,0
45,45,13,5,0
108,3,19,6,0
5,108,3,3,0
3,5,108,3,0
3,6,5,108,0
3,6,45,5,0
108,45,19,3,0
5,108,45,3,0
19,5,108,45,0
3,19,5,108,0
45,3,19,5,0
108,45,3,3,0
5,108,45,3,0
6,5,11,5,0
90,6,5,3,0
90,90,90,5,0
3,90,90,90,0
5,3,90,90,0
90,5,3,90,0
90,90,5,3,0
90,90,90,5,0
3,90,90,90,0
5,3,90,90,0
90,5,3,90,0
90,90,54,106,0
13,5,108,54,0
126,126,126,114,0
54,126,126,126,0
126,54,126,54,0
126,126,54,126,0
55,67,54,54,0
126,67,126,54,0
54,126,67,5,0
108,54,126,67,0
67,67,54,126,0
67,67,67,54,0
126,67,67,67,0
54,126,67,67,0
67,54,20,57,0
126,54,54,45,0
24,5,108,54,0
45,67,67,67,0
5,45,108,45,0
3,54,54,126,0
67,67,54,54,0
126,67,67,54,0
54,45,24,5,0
54,54,45,67,0
67,54,54,54,0
45,24,54,55,0
67,13,49,5,0
4,6,126,54,0
5,5,3,90,0
90,5,5,3,0
90,90,5,5,0
3,90,90,5,0
5,3,90,90,0
5,5,3,90,0
90,5,5,3,0
90,90,5,5,0
3,90,90,5,0
5,3,90,90,0
5,5,5,3,0
90,5,5,5,0
3,90,5,55,0
89,89,89,5,0
55,89,89,89,0
5,55,89,89,0
89,5,55,89,0
89,89,5,55,0
89,89,89,5,0
55,89,89,89,0
5,55,89,89,0
89,55,63,6,0
54,20,55,67,0
13,49,49,55,0
67,54,106,13,0
55,89,89,89,0
107,55,89,89,0
89,107,55,89,0
89,89,89,55,0
89,89,89,89,0
55,89,89,89,0
89,55,89,89,0
89,89,55,89,0
89,89,89,57,0
126,126,126,54,0
57,126,54,126,0
55,5,90,6,0
125,125,5,90,0
6,125,125,5,0
90,6,5,5,0
5,90,6,5,0
5,6,106,126,0
54,54,6,106,0
5,108,3,6,0
107,106,5,55,0
6,107,106,5,0
55,6,107,106,0
5,55,6,107,0
106,5,55,6,0
107,106,5,55,0
6,107,106,5,0
55,6,122,45,0
45,107,6,125,0
125,24,49,6,0
125,125,24,49,0
6,125,5,5,0
3,6,125,5,0
5,3,6,125,0
5,5,3,6,0
125,5,5,3,0
6,125,5,5,0
5,6,125,5,0
5,5,6,125,0
91,125,125,6,0
125,91,125,125,0
6,126,54,126,0
57,6,33,5,0
108,3,63,6,0
54,20,57,64,0
24,5,108,45,0
6,45,20,64,0
24,6,45,45,0
54,55,6,45,0
5,11,5,6,0
5,108,3,19,0
6,5,108,3,0
3,6,5,108,0
45,3,65,41,0
55,63,6,6,0
54,20,57,126,0
6,54,54,54,0
45,6,5,5,0
3,90,6,5,0
5,3,90,6,0
6,125,5,5,0
6,6,125,5,0
5,6,6,125,0
5,5,6,6,0
125,5,5,6,0
6,125,5,5,0
6,6,125,5,0
5,6,6,125,0
91,125,6,6,0
125,91,125,6,0
65,41,55,63,0
67,106,106,106,0
106,67,106,5,0
4,6,67,126,0
54,54,126,67,0
126,67,67,67,0
67,13,49,49,0
126,67,13,49,0
49,126,67,4,0
4,3,126,67,0
4,4,67,106,0
67,45,4,3,0
4,67,45,5,0
45,108,67,5,0
108,45,19,67,0
54,106,13,5,0
67,67,106,106,0
106,67,67,126,0
67,67,67,67,0
4,4,3,67,0
67,4,4,67,0
67,67,45,4,0
3,67,67,45,0
5,45,67,67,0
67,106,106,67,0
67,67,126,67,0
67,67,67,4,0
4,67,67,67,0
4,4,67,67,0
67,45,4,67,0
67,67,45,5,0
67,67,67,67,0
106,67,67,67,0
67,126,67,67,0
67,67,45,67,0
67,67,67,4,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
67,67,67,67,0
80,126,2,57,0
126,89,107,6,0
107,106,89,107,0
6,107,106,89,0
107,6,107,106,0
89,107,6,107,0
106,89,107,6,0
107,106,89,107,0
6,107,106,89,0
107,6,45,20,0
89,89,107,6,0
107,89,89,107,0
6,107,89,89,0
107,6,107,89,0
89,107,6,107,0
89,89,107,6,0
107,89,89,107,0
6,107,89,89,0
107,6,45,89,0
89,89,107,6,0
89,89,89,107,0
6,89,89,89,0
107,6,89,89,0
89,107,6,89,0
89,89,107,6,0
89,89,89,107,0
6,89,89,89,0
107,6,89,89,0
89,89,107,89,0
89,89,89,107,0
89,89,89,89,0
107,89,89,89,0
89,107,89,89,0
89,89,107,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,89,89,0
89,89,90,6,0
125,125,24,90,0
6,125,125,24,0
90,6,5,5,0
3,90,6,5,0
5,3,90,6,0
6,125,5,90,0
6,6,125,5,0
90,6,6,125,0
5,90,6,6,0
125,5,90,6,0
6,125,5,90,0
6,6,125,5,0
90,6,6,125,0
91,90,6,6,0
125,91,90,90,0
6,6,125,90,0
90,6,6,125,0
90,90,6,6,0
125,90,90,6,0
6,125,90,90,0
6,6,125,90,0
90,6,6,125,0
90,90,6,6,0
125,90,90,6,0
6,125,90,90,0
90,6,6,90,0
90,90,6,6,0
90,90,90,6,0
6,90,90,90,0
6,6,90,90,0
90,6,6,90,0
90,90,6,6,0
90,90,90,6,0
6,90,90,90,0
6,6,90,90,0
90,90,6,90,0
90,90,90,6,0
90,90,90,90,0
6,90,90,90,0
90,6,90,90,0
90,90,6,91,0
125,125,125,125,0
91,125,125,125,0
106,3,6,4,1
4,106,45,3,1
6,45,106,5,1
90,6,5,108,1
3,19,6,153,1
108,3,19,6,1
33,108,3,3,1
3,6,108,3,1
3,6,45,108,1
3,3,6,4,1
108,3,3,6,1
5,108,45,3,1
3,3,122,55,1
33,5,108,125,1
125,125,125,125,1
125,125,125,125,1
125,125,125,125,1
125,125,125,125,1
125,125,125,125,1
125,125,125,136,1
125,125,125,136,1
45,125,125,136,1
45,13,125,125,1
24,49,47,125,1
136,45,13,45,1
125,24,49,47,1
50,125,5,5,1
3,90,125,5,1
5,3,90,125,1
5,5,3,90,1
125,5,5,5,1
3,125,5,5,1
5,3,125,91,1
125,125,125,13,1
45,45,45,45,1
136,45,13,45,1
45,151,164,5,1
45,108,153,156,1
157,122,55,156,1
157,122,55,33,1
157,122,55,33,1
5,164,5,45,1
108,3,19,6,1
153,156,157,19,1
6,33,5,108,1
24,49,47,50,1
106,3,19,6,1
153,156,3,19,1
6,33,5,3,1
3,3,6,5,1
3,3,3,6,1
5,3,3,4,1
3,3,3,3,1
5,106,3,33,1
5,108,3,3,1
33,5,108,3,1
3,3,3,6,1
45,45,3,3,1
6,4,55,3,1
3,6,5,108,1
3,3,6,5,1
108,3,3,6,1
5,108,3,4,1
3,3,5,3,1
5,106,3,6,1
3,6,4,4,1
4,3,6,45,1
45,45,3,6,1
45,45,5,3,1
6,4,55,3,1
3,6,5,108,1
3,3,6,5,1
108,3,3,6,1
5,108,3,3,1
90,90,90,6,1
3,90,90,90,1
6,3,90,90,1
90,90,3,90,1
90,90,90,3,1
90,90,90,90,1
3,90,90,90,1
90,4,3,3,1
5,106,4,4,1
4,4,1,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,4,4,1
4,4,45,108,1
3,3,6,45,1
13,45,45,45,1
45,3,3,3,1
6,45,3,6,1
45,45,45,45,1
45,45,45,45,1
45,45,45,45,1
45,45,45,45,1
5,45,45,45,1
5,106,45,45,1
45,5,108,45,1
45,5,106,45,1
45,45,5,108,1
45,45,45,5,1
151,164,45,5,1
106,45,3,45,1
5,108,45,3,1
45,5,151,164,1
5,4,55,3,1
3,4,47,50,1
106,5,90,49,1
47,50,106,5,1
50,106,5,90,1
6,5,106,3,1
6,4,5,106,1
45,3,6,5,1
108,3,19,6,1
5,108,3,19,1
6,5,108,3,1
3,3,5,108,1
3,3,6,5,1
108,3,3,6,1
5,108,45,3,1
3,5,151,164,1
5,45,5,3,1
90,90,90,5,1
3,90,90,90,1
5,3,90,90,1
90,5,3,90,1
90,90,5,3,1
90,90,90,5,1
3,90,90,90,1
5,45,108,3,1
3,55,3,3,1
4,3,55,33,1
5,108,3,5,1
5,3,90,90,1
5,5,3,90,1
90,5,5,3,1
90,90,5,5,1
3,90,90,5,1
5,3,90,90,1
5,5,3,90,1
90,5,5,5,1
3,90,5,5,1
5,3,90,5,1
90,6,125,125,1
5,90,6,5,1
5,6,125,125,1
24,49,6,125,1
5,5,3,6,1
125,5,5,3,1
6,125,5,5,1
3,6,125,5,1
5,5,6,125,1
5,5,5,6,1
125,91,125,125,1
6,153,156,157,1
122,6,33,5,1
108,3,6,4,1
4,4,4,6,1
45,45,45,5,1
6,45,45,5,1
151,6,4,55,1
3,3,6,5,1
108,3,19,6,1
5,108,3,19,1
6,5,108,3,1
3,6,5,5,1
3,90,6,6,1
125,5,5,6,1
6,125,5,5,1
6,6,125,5,1
5,6,6,125,1
5,5,6,6,1
125,5,5,6,1
6,125,91,125,1
90,6,125,125,1
24,90,6,5,1
5,3,90,6,1
6,125,5,90,1
6,6,125,5,1
90,6,6,125,1
5,90,6,6,1
125,5,90,6,1
6,125,5,90,1
6,6,125,91,1
90,90,6,6,1
125,90,90,6,1
6,125,90,90,1
6,6,125,90,1
90,6,6,125,1
90,90,6,6,1
125,90,90,6,1
6,125,90,90,1
90,6,6,90,1
90,90,6,6,1
90,90,90,6,1
6,90,90,90,1
6,6,90,90,1
90,6,6,90,1
90,90,6,6,1
90,90,90,90,1
6,90,90,90,1
90,6,90,90,1
90,90,6,90,1
90,90,90,6,1
91,125,125,125,1
